"SL No.","UPC Code","Item Name","Last Purchase Price","Last Sale Price","Company Name","Stock Quantity","Total Quantity"
3712,11708131917000,"Pant PI000202",760,1300,"Home Plus Own Collection",0,0
3713,11708131917100,"Pant PI000203",1660,2200,"Home Plus Own Collection",0,0
3714,11708131917300,"Pant PI000204",1610,2150,"Home Plus Own Collection",0,0
3715,11708131917400,"Pant PI000205",1910,2450,"Home Plus Own Collection",0,0
3716,11708131917500,"Pant PI000206",2010,2550,"Home Plus Own Collection",0,0
3717,11708131917700,"Pant PI000207",1810,2350,"Home Plus Own Collection",0,0
3718,11708131917800,"Pant PI000208",1310,1850,"Home Plus Own Collection",0,0
3719,11708131917900,"Pant PI000209",1485,1890,"Home Plus Own Collection",0,0
3720,11708131918100,"Pant PI000210",985,1390,"Home Plus Own Collection",0,0
3721,11708131918500,"Pant PI000211",380,650,"Home Plus Own Collection",0,0
3722,11708131918600,"Pant PI000212",530,800,"Home Plus Own Collection",0,0
3723,11708131918800,"Pant PI000213",2080,2350,"Home Plus Own Collection",0,0
3724,4902430400947,"Pantene anti Dandruff 170ml",135,170,"P And G ",0,0
3725,4902430413008,"Pantene anti Dandruff 480 ml",361,415,"P And G ",0,0
3726,4902430400992,"Pantene hairfall control 340ml",283,325,"P And G ",0,0
3727,4902430400640,"Pantene Pro V Conditioner Silky Smooth Care 75ml",75,85,"P And G ",0,0
3728,4902430400886,"Pantene Pro V Hair Fall Control Shampoo 170ml",161,185,"P And G ",0,0
3729,4902430401142,"Pantene Pro V Hair Fall Control Shampoo 70ml",78,85,"P And G ",0,0
3730,4902430401135,"PANTENE PRO-V SHAMPO ANTI DANDRUFF 750ML",565,650,"P And G ",0,0
3731,4902430412971,"PANTENE PRO-V SHAMPO SILKY SMOOOTH CARE 480ML",362,415,"P And G ",0,0
3732,4902430400879,"PANTENE PRO-V SHAMPO SILKY SMOTH CARE 170ML",161,185,"P And G ",0,0
3733,4902430400619,"Pantene Pro-v Shampoo 340ml",283,325,"P And G ",0,0
3734,4902430412988,"Pantene Pro-v Shampoo 480ml",362,415,"P And G ",0,0
3735,4902430413756,"Pantene Pro-v Shampoo 750ml",565,650,"P And G ",0,0
3736,4902430401012,"Pantene shampoo 340ml",283,325,"P And G ",0,0
3737,4902430399357,"Pantene Shampoo silky Smooth Care 340ml",283,325,"P And G ",0,0
3738,4792054005259,"Papaya Soft Face Wash 100ml",110,185,"HOSSEN TREADING INT ",0,0
3739,8946000001635,"Parachute Advanced  Extra care 300ml",200,220,"Marico Bangladesh ",0,0
3740,8901088050050,"Parachute Advanced Coling Hair Oil 100ml",90,98,"Marico Bangladesh ",0,0
3741,8946000001659,"parachute Advanced deep Nourish With Cocnut Milk 200ml",126,165,"Marico Bangladesh ",0,0
3742,8946000102042,"Parachute Ayurubedic Gold AHir oil 100ml",130,150,"Marico Bangladesh ",0,0
3743,8946000102035,"Parachute Ayurubedic Gold AHir oil 200ml",250,280,"Marico Bangladesh ",0,0
3744,8946000001628,"Parachute Extra Care 150ml",105,115,"Marico Bangladesh ",0,0
3745,11711042280700,"Parasot Beli pol Coconut Oil 100ml",52,60,"Marico Bangladesh ",0,0
3746,11711042280600,"Parasot Beli pol Coconut Oil 200ml",112,125,"Marico Bangladesh ",0,0
3747,11711042280900,"Parasot Beli Pol coconut oil 300ml",164,190,"Marico Bangladesh ",0,0
3748,11711042281600,"Parasot coconut oil 100ml",56,60,"Marico Bangladesh ",0,0
3749,11711042281200,"Parasot Coconut Oil 200ml",101,110,"Marico Bangladesh ",0,0
3750,11711042280500,"Parasot Coconut oil 500ml",239,260,"Marico Bangladesh ",0,0
3751,11709092118100,"parasout sokka pack 350ml",190,190,Aponjon,0,0
3752,11708111864100,"Parents Chutkey Pitha 400gm",40,55,"HAIKO CONSUMER PRODUCT",0,0
3753,11709152137000,"Parents cotki Pita 400g 55tk",0,0,"HAIKO CONSUMER PRODUCT",0,0
3754,11710242269000,"Parents Pasta Chips",50,65,"HAIKO CONSUMER PRODUCT",0,0
3755,11710152249100,"Parents Pestha Chips 500g",54,654,"HAIKO CONSUMER PRODUCT",0,0
3756,11708212071000,"Pari Premium Rice loose kg",46,48,"Home Plus Own Collection",0,0
3757,841165100903,"parn sesame bar",2,5,"Pran Company Ltd",0,0
3758,11708162047500,"party toffe candy ",160,230,"Home Plus Own Collection",0,0
3759,8004350000361,"Pasta Zar dal 500gm",153,180,"FAIR DISTRIBUTION LTD",0,0
3760,8004350130051,"Pasta Zara",155,180,"FAIR DISTRIBUTION LTD",0,0
3761,8004350130310,"Pasta Zara 500gm",155,180,"FAIR DISTRIBUTION LTD",0,0
3762,8004350130495,"Pasta Zara Penne Rifats 625gm",155,180,"FAIR DISTRIBUTION LTD",0,0
3763,8004350130549,PastaZara,155,180,"FAIR DISTRIBUTION LTD",0,0
3764,8004350130570,PASTSzara,155,180,"FAIR DISTRIBUTION LTD",0,0
3765,841165116751,"Patata Spicy Flavoured Biscuit  100 gm",20,25,"Pran Company Ltd",0,0
3766,9526988847999,"peant crishp candy",30.66,45,"Home Plus Own Collection",0,0
3767,11708252077600,"Pears (Nagfal)",125,170,"Home Plus Own Collection",0,0
3768,8904145911097,"Pedia Sure vanilla delight 1kg",1400,1535,"Transcom Distribution Company",0,0
3769,8904145911080,"Pedia Sure Vvanilla Delight Flavour 400gm",635,700,"Transcom Distribution Company",0,0
3770,8854458000615,"Penguin Egg Chocolate Snowman Girl 15g",15,40,"SS Treading",0,0
3771,8941100311417,"Pepsi 250 Ml",13,15," tarnscom bebarage ",0,0
3772,8941100649374,"Pepsodant Expert Protection  gum care 140g",80,95,Uniliver,0,0
3773,8941100652350,"Pepsodant Germi check Suparior Power 200g",95,110,Uniliver,0,0
3774,8941100648797,"Pepsodent Expart Protecction 140g",114,135,Uniliver,0,0
3775,8941100651353,"Pepsodent Germi Check 200 gm",96.5,110,Uniliver,0,0
3776,11708091736600,"Pepsodent Germi Check 200gm",0,0,Uniliver,0,0
3777,8941100651346,"Pepsodent germi check 45gm",28.25,32,Uniliver,0,0
3778,8941100651360,"Pepsodent germi check toothpaste 100gm",61.25,70,Uniliver,0,0
3779,8941100651025,"Pepsodent pro sensitive tooth paste140gm",114,135,Uniliver,0,0
3780,5900525043016,"Perfecta Epilady Vanilla depilatory hair removal 100ml",1,295,"Rohto-Mentholatum BD LTD",0,0
3781,8901233024042,"Perk 13 gm",9.5,15,"Al-Madina Pvt Ltd",0,0
3782,11709102121600,"Pesta Badam KG",1350,1500,"Home Plus Own Collection",0,0
3783,11708302096300,"Piyaz chaina KG",32,36,"Home Plus Own Collection",0,0
3784,11708252078200,"Piyaz Indian KG",52,58,"Home Plus Own Collection",0,0
3785,11711072283500,"Piyaz Indian lal KG",50,50,"Home Plus Own Collection",0,0
3786,6291106068733,"Pleasure Girl Body spray 200 ml",240,325,"BRAND CONNECT",0,0
3787,841165123209,"pluto chocolate gems",11.66,15,"Pran Company Ltd",0,0
3788,841165123216,"pluto chocolate gems big",17.5,25,"Pran Company Ltd",0,0
3789,89007976,"Polo 15gm",8,15,"Al-Madina Pvt Ltd",0,0
3790,8941100648537,"Pond's Cold cream 50g",62,70,Uniliver,0,0
3791,8941100651148,"Pond's Daily Face Wash 100gm",110,125,Uniliver,0,0
3792,8941100651162,"Pond's Daily Face Wash 60gm",79,85,Uniliver,0,0
3793,8999999022440,"POND'S Day Cream 50g",950,1150,Uniliver,0,0
3794,8941100648551,"Pond's Moisturising Body lotion 200ml",113.81,150,Uniliver,0,0
3795,8941100651179,"Pond's Nourishing Facial Scrub 100gm",140,155,Uniliver,0,0
3796,8851932179614,"Pond's White Beauty 100gm",165,180,Uniliver,0,0
3797,8941100639702,"POND'S White Beauty 25g",65,80,Uniliver,0,0
3798,8851932179591,"Pond's White Beauty 50gm",82,99,Uniliver,0,0
3799,8851932199179,"Ponds Age Miracle Facial Foam 100g",304,325,Uniliver,0,0
3800,8851932221603,"Ponds day cream 25gm",450,600,Uniliver,0,0
3801,8941100648568,"Ponds Moisturising Body Lotion 100ml",69.27,90,Uniliver,0,0
3802,8901030583056,"Ponds pimple Clear 100g",150,180,Uniliver,0,0
3803,8901030583049,"ponds pimple cream 50gm",82,99,Uniliver,0,0
3804,8851932221542,"ponds pure white cream 100gm",182,220,Uniliver,0,0
3805,8941100647479,"Ponds vanishing cream 28 gm",35,40,Uniliver,0,0
3806,8901030638084,"Ponds Whaite 35g",145,250,Uniliver,0,0
3807,8901030678523,"Ponds Whaite Beauty Fairness Cream 35g",0,0,Uniliver,0,0
3808,8901030556333,"ponds white beauty cream 35g",145,250,Uniliver,0,0
3809,8901030556340,"Ponds white beauty cream 50gm",410,450,Uniliver,0,0
3810,9415007663040,"Poppers Choco Ring Crackers 30 gm",15.91,20,"New Zealand Dairy Products BdLtd",0,0
3811,9415007976486,"Poppers Crackers 25 gm",11.05,15,"New Zealand Dairy Products BdLtd",0,0
3812,8941170031161,"Poppin Orange Flavoured 250ml",13,15,"SHAJEEB CORPORATION",0,0
3813,6949123301868,Poree,0,0,Aponjon,0,0
3814,8941100647462,"POSD'S Vanishing Cream 50gm",48,55,Uniliver,0,0
3815,11708242076900,"Posto Dana 100gm",0,0,"Home Plus Own Collection",0,0
3816,11708242077000,"Posto Dana 150gm",0,0,"Home Plus Own Collection",0,0
3817,11708242076800,"Posto Dana 50gm",0,0,"Home Plus Own Collection",0,0
3818,11709102121700,"Posto Dana Kg",900,1100,"Home Plus Own Collection",0,0
3819,101,Potato-Chipper,1160,1160,Aponjon,0,0
3820,11708252082000,"Potol KG",45,55,,0,0
3821,831730002541,"Pran Apple Jelly",90,110,"Pran Company Ltd",0,0
3822,841165112883,"Pran Bake Cookies Peanut Biscuit 165 gm",25,30,"Pran Company Ltd",0,0
3823,841165105472,"Pran BBQ Chanachur 30g",6,8,"Pran Company Ltd",0,0
3824,841165116430,"Pran Big Mama wafer Biscuit",8.5,10,"Pran Company Ltd",0,0
3825,841165124305,"Pran Biryani Masla 40g",37.69,45,,0,0
3826,11708272088900,"pran bond pack spice powder",91,120,"Pran Company Ltd",0,0
3827,846656006702,"Pran Burmese Chutney Mango 35gm",6,8,"Pran Company Ltd",0,0
3828,846656008034,"Pran Chalta Pickle 300gm",89,105,"Pran Company Ltd",0,0
3829,846656003046,"Pran chicken Masala 100g",40,45,"Pran Company Ltd",0,0
3830,846656001639,"Pran Chiken Masala 50g",11.5,15,"Pran Company Ltd",0,0
3831,846656003961,"Pran Chiken roast Masala 35g",27.51,50,"Pran Company Ltd",0,0
3832,831730001841,"Pran Chikki Pickle 300gm",90,115,"Pran Company Ltd",0,0
3833,831730004972,"Pran Chili Powder",72,88,"Pran Company Ltd",0,0
3834,831730005184,"pran chili powder 1kg",270,390,"Pran Company Ltd",0,0
3835,846656014318,"Pran Chilli Sauce Green Chilli 340gm",80,80,"Pran Company Ltd",0,0
3836,846656008218,"Pran Chilli Spice Powder 200gm",62,90,"Pran Company Ltd",0,0
3837,831730004149,"Pran Chinigura Aromatic Rice Primium Quality 1KG",92,110,"Pran Company Ltd",0,0
3838,11708222065600,"Pran Choco bean ",7.5,10,"Pran Company Ltd",0,0
3839,11708121888900,"Pran Choco Bin 13Tablets",8,10,"Pran Company Ltd",0,0
3840,831730000165,"pran chocolate milk",17,20,"Pran Company Ltd",0,0
3841,831730009090,"pran corander powder500gm",105,130,"Pran Company Ltd",0,0
3842,846656008232,"Pran Coriander Spice Powder 200gm",47.33,60,"Pran Company Ltd",0,0
3843,11708292096200,"Pran cumin 200g",140,160,,0,0
3844,846656008249,"pran Cumin powder 200g",140,160,"Pran Company Ltd",0,0
3845,846656004166,"pran cumin seed powder 500gm",300,380,"Pran Company Ltd",0,0
3846,831730005436,"Pran Curry Powder ",135,160,"Pran Company Ltd",0,0
3847,841165102099,"Pran Curry Power 200g",58,70,"Pran Company Ltd",0,0
3848,841165109043,"Pran delight Cokkis Biscuit ",55,65,"Pran Company Ltd",0,0
3849,841165104680,"Pran Delight Ghee Toast Biscuit 300gm",50,60,"Pran Company Ltd",0,0
3850,846656019313,"Pran Delight Toast Biscuit ",40,50,"Pran Company Ltd",0,0
3851,841165106707,"pran Dhaka cheese 100gm",66,75,"Pran Company Ltd",0,0
3852,846656003015,"pran Dhaka cheese225gm",130,150,"Pran Company Ltd",0,0
3853,846656000205,"pran drinking water",0,0,"Pran Company Ltd",0,0
3854,841165102723,"pran drinking yogurt 1000ml",80,95,"Pran Company Ltd",0,0
3855,846656012611,"pran Drinking yougurt 250ml",21,25,"Pran Company Ltd",0,0
3856,846656012741,"pran Drinking yougurt 500gm",37,50,"Pran Company Ltd",0,0
3857,846656018736,"Pran Dry Cake 160 gm",50,60,"Pran Company Ltd",0,0
3858,846656006375,"Pran Europa 80 gm",16,20,"Pran Company Ltd",0,0
3859,841165129966,"Pran Faloda Mix 250g",51,70,"Pran Company Ltd",0,0
3860,831730005719,"pran flattened rice 500g",38,40,"Pran Company Ltd",0,0
3861,846656002179,"pran flattened rice poha 250g",18,22,"Pran Company Ltd",0,0
3862,841165113873,"Pran Fortified RIce Bran Oil 5L",505,620,"Pran Company Ltd",0,0
3863,831730009755,"pran frooto 1000ml",48.83,70,"Pran Company Ltd",0,0
3864,831730009489,"pran frooto500ml",30.36,40,"Pran Company Ltd",0,0
3865,831730007218,"Pran Full Cream Milk Powder 500g",220,255,"Pran Company Ltd",0,0
3866,831730001797,"pran garlic pickle 300gm",155,185,"Pran Company Ltd",0,0
3867,846656008713,"Pran Green Chilli Sauce 295g",59.5,70,"Pran Company Ltd",0,0
3868,831730005115,"pran halim mix 200gm",35,50,"Pran Company Ltd",0,0
3869,841165112623,"Pran Honey",60,80,"Pran Company Ltd",0,0
3870,846656006405,"Pran Hot Taomato Sauce 550gm",75,100,"Pran Company Ltd",0,0
3871,841165100842,"Pran Hot Tomato Sauce 1 KG",152,190,"Pran Company Ltd",0,0
3872,831730002282,"Pran Hot Tomato Sauce 1KG",152,190,"Pran Company Ltd",0,0
3873,846656006603,"pran hot tomato sauce 1kg bottle",150,190,"Pran Company Ltd",0,0
3874,846656001790,"Pran Hot Tomato Sauce 215gm",43,60,"Pran Company Ltd",0,0
3875,831730002251,"Pran Hot Tomato Sauce 295gm",58,75,"Pran Company Ltd",0,0
3876,841165100835,"Pran hot tomatoo sauce 295gm",58,75,"Pran Company Ltd",0,0
3877,11710102234700,"Pran Ice Pop",3,5,"Pran Company Ltd",0,0
3878,11708202052700,"Pran ice pop strawberry glass drink",7,10,"Pran Company Ltd",0,0
3879,846656000069,"Pran Isabgul Bhushi 50gm",50,60,"Pran Company Ltd",0,0
3880,11709072113000,"pran jelly drinks  cup ",7.5,10,"Pran Company Ltd",0,0
3881,846656009765,"Pran Jhal Muri 35g",6,8,"Pran Company Ltd",0,0
3882,846656008010,"Pran Jugol Chutney 300gm",104,120,"Pran Company Ltd",0,0
3883,841165112470,"Pran Kari Powder 200 gm",60,70,"Pran Company Ltd",0,0
3884,846656005637,"pran Kasundi 300gm",35,45,"Pran Company Ltd",0,0
3885,846656003107,"Pran Lachcha Semai 165gm",27,35,"Pran Company Ltd",0,0
3886,831730006594,"Pran Lachcha Semai 200g",25,35,"Pran Company Ltd",0,0
3887,841165125814,"Pran Loli Pop Milk Mango 10g",3.33,5,"Pran Company Ltd",0,0
3888,831730002848,"Pran Magic Cup ",30.5,54,"Pran Company Ltd",0,0
3889,846656000076,"pran mama strawberry wafer 18g",4.2,5,"Pran Company Ltd",0,0
3890,846656005293,"Pran mango fruit drink",10,13,"Pran Company Ltd",0,0
3891,831730000233,"Pran Mango Fruit Drink 200ml tetra pack",12,15,"Pran Company Ltd",0,0
3892,831730002589,"Pran Mango Jam  375gm",87,110,"Pran Company Ltd",0,0
3893,831730000172,"pran mango milk ",17,20,"Pran Company Ltd",0,0
3894,831730001650,"Pran Mango Pickle  1Kg",190,240,"Pran Company Ltd",0,0
3895,831730001612,"Pran Mango Pickle 300gm",90,120,"Pran Company Ltd",0,0
3896,841165115327,"pran mango yogurt",15,25,,0,0
3897,846656003039,"Pran meat masala 100g",40,55,"Pran Company Ltd",0,0
3898,831730007614,"pran milk 500ml",32.3,35,"Pran Company Ltd",0,0
3899,831730007621,"pran milk full cream 1000ml",60.5,65,"Pran Company Ltd",0,0
3900,831730007287,"Pran milk Uht 500 L",34.81,40,"Pran Company Ltd",0,0
3901,831730009250,"Pran Minicate Rice 5KG",350,370,"Pran Company Ltd",0,0
3902,11709092118600,"pran misti doi 60g",12,15,"Pran Company Ltd",0,0
3903,831730002695,"Pran Mixed Fruit Jam 375gm",87,110,"Pran Company Ltd",0,0
3904,11710122241200,"Pran Mixed masla bondon Pack 120tk",105,120,"Pran Company Ltd",0,0
3905,831730001667,"Pran Mixed Pickle 11 Kg",190,240,"Pran Company Ltd",0,0
3906,831730001919,"Pran Mixed Pickle 300gm",90,120,"Pran Company Ltd",0,0
3907,846656017746,"Pran Mr Noodles 12 pack",165,188,"Pran Company Ltd",0,0
3908,846656003411,"Pran mr Noodles 8 pack",103,128,"Pran Company Ltd",0,0
3909,846656001424,"Pran Mung Dal 500gm",68,75,"Pran Company Ltd",0,0
3910,831730005672,"Pran Muri 250 gm",25,30,"Pran Company Ltd",0,0
3911,831730005634,"Pran Mustard Oil 100ml",25,30,"Pran Company Ltd",0,0
3912,841165107223,"Pran Mustard Oil 1Litre",210,220,"Pran Company Ltd",0,0
3913,831730005498,"Pran Mustard Oil 200ml",42,50,"Pran Company Ltd",0,0
3914,831730005450,"Pran Mustard Oil 500ml",78.92,114,"Pran Company Ltd",0,0
3915,11708302096900,"Pran Mustared Oil 1kg",0,0,"Pran Company Ltd",0,0
3916,841165112630,"Pran Natural honey 250g",140,165,"Pran Company Ltd",0,0
3917,831730004125,"Pran Nazirshail Rice 5KG",365,385,"Pran Company Ltd",0,0
3918,841165109074,"Pran Noodles Classic Masala 620gm",110,160,"Pran Company Ltd",0,0
3919,841165105502,"Pran Noodles Masala 180g",13.51,18,"Pran Company Ltd",0,0
3920,831730002114,"Pran Olive Chutney 20gm",3,5,"Pran Company Ltd",0,0
3921,831730001735,"Pran Olive Pickle 1kg",190,240,"Pran Company Ltd",0,0
3922,831730001698,"Pran Olive Pickle 300gm",90,120,"Pran Company Ltd",0,0
3923,841165100057,"Pran Orange 75 gm",7,10,"Pran Company Ltd",0,0
3924,846656009130,"Pran Orange Jelly 1kg",160,180,"Pran Company Ltd",0,0
3925,831730002565,"Pran Orange Jelly 400gm",150,195,"Pran Company Ltd",0,0
3926,841165110643,"Pran Panch Foron 50g",14,20,"Pran Company Ltd",0,0
3927,846656000298,"Pran papar 100g",35,45,"Pran Company Ltd",0,0
3928,846656004296,"Pran Peanut Bar 30gm",8.2,10,"Pran Company Ltd",0,0
3929,831730002633,"Pran pine apple jam 375gm",90,110,"Pran Company Ltd",0,0
3930,831730001766,"Pran Plum Sweet Pickle 350gm",75,100,"Pran Company Ltd",0,0
3931,846656013229,"Pran premiuam Butter 200g",142,162,"Pran Company Ltd",0,0
3932,846656014264,"pran premium Butter 100gm ",80.5,90,"Pran Company Ltd",0,0
3933,841165110230,"Pran Premium Butter Box 200gm",142,170,"Pran Company Ltd",0,0
3934,841165114702,"Pran Premium Ghee 100g",110,135,"Pran Company Ltd",0,0
3935,831730007355,"Pran Premium Ghee 100g Tin",115,130,"Pran Company Ltd",0,0
3936,831730007423,"Pran Premium Ghee 200g Tin",215,240,"Pran Company Ltd",0,0
3937,846656008072,"Pran Premium Ghee 200gm",230,250,"Pran Company Ltd",0,0
3938,831730007416,"Pran Premium Ghee 400g Tin",410,450,"Pran Company Ltd",0,0
3939,831730002183,"Pran Red Chilli Sauce 340g",80,100,"Pran Company Ltd",0,0
3940,831730008468,"Pran Red Lentil 1Kg",116,125,"Pran Company Ltd",0,0
3941,831730009038,"Pran Red Lentil 500gm",50,65,"Pran Company Ltd",0,0
3942,831730008406,"Pran Rose Water 180ml",11.6,15,"Pran Company Ltd",0,0
3943,846656008836,"Pran Salt Isabgul 25",25,32,"Pran Company Ltd",0,0
3944,846656013359,"Pran Seasoning tasty 12pcs ",51,60,"Pran Company Ltd",0,0
3945,846656008102,"Pran Shon Papri 250g",83,100,"Pran Company Ltd",0,0
3946,846656008119,"Pran Soy Sauce 300ml",55,70,"Pran Company Ltd",0,0
3947,831730006907,"Pran Special Toast 350 gm",41.5,50,"Pran Company Ltd",0,0
3948,831730004989,"pran spice powder chili 500gm",165,210,"Pran Company Ltd",0,0
3949,831730004965,"Pran Spice Powder Chilli 100g",32,46,"Pran Company Ltd",0,0
3950,831730005047,"Pran Spice Powder Coriander 100g",26,30,"Pran Company Ltd",0,0
3951,831730005054,"Pran Spice Powder Coriander 200g",37.5,55,"Pran Company Ltd",0,0
3952,831730005085,"Pran Spice powder cumin Seed 100g",65,82,"Pran Company Ltd",0,0
3953,831730005092,"Pran Spice Powder Cumin Seed 200g",112,160,"Pran Company Ltd",0,0
3954,846656002308,"Pran Spice Powder Cumin Seed 50g",36,42,"Pran Company Ltd",0,0
3955,831730005009,"Pran Spice powder turmic powder 100g",32,42,"Pran Company Ltd",0,0
3956,831730005016,"Pran spice turmic powder 200g",70,80,"Pran Company Ltd",0,0
3957,846656003480,"Pran Sweet Toast ",27,35,"Pran Company Ltd",0,0
3958,841165101597,"pran sweet yogurt",17,20,"Pran Company Ltd",0,0
3959,846656008584,"pran sweetened 500gm",80,90,"Pran Company Ltd",0,0
3960,831730002411,"pran tamarind sauce 340gm",80,100,"Pran Company Ltd",0,0
3961,846656015759,"Pran Tatul Chutney 300gm",90,100,"Pran Company Ltd",0,0
3962,841165110667,"Pran tehari Masla 45g",27,35,"Pran Company Ltd",0,0
3963,831730002367,"Pran Thai Chilli Sauce 340ml",74,100,"Pran Company Ltd",0,0
3964,831730005221,"pran turmeric powder 1kg",240,335,"Pran Company Ltd",0,0
3965,831730005023,"pran turmeric powder 500gm",148,185,"Pran Company Ltd",0,0
3966,846656008225,"Pran Turmeric Spice Powder 200gm",61,80,"Pran Company Ltd",0,0
3967,831730008000,"Pran UHT Full Cream Liquid Milk 1ltr Tetra Pack",73.5,80,"Pran Company Ltd",0,0
3968,831730007300,"Pran UHT Full Cream Liquid Milk 200ml",18,20,"Pran Company Ltd",0,0
3969,846656000540,"Pran Vermicelli 200gm",25,30,"Pran Company Ltd",0,0
3970,831730005559,"Pran White Vinegar 300ml",12,40,"Pran Company Ltd",0,0
3971,841165123308,"Pran White vinegar 650 ml",45,55,"Pran Company Ltd",0,0
3972,841165102952,"pran yogurt 100gm",17.5,20,"Pran Company Ltd",0,0
3973,846656008577,"pran yogurt 500gm",65,75,"Pran Company Ltd",0,0
3974,831730002473,"Prana Orange Jelly 375gm",87,110,"Pran Company Ltd",0,0
3975,841165109777,"Prana Straaw Berry Jama  375gm",110,130,"Pran Company Ltd",0,0
3976,11709152136100,"Prantes isopgol bosi ",50,70,"HAIKO CONSUMER PRODUCT",0,0
3977,8850344000332,"premium oyster sauce 150ml",200,250,"Tradesworth Household Limited",0,0
3978,038000845512,"Pringles Original 40g",68,90,"Al-Madina Pvt Ltd",0,0
3979,038000138430,"Pringles Sour cream & onion 158g",190,220,"Al-Madina Pvt Ltd",0,0
3980,038000845529,"Pringles Sour cream & onion 40G",68,90,"Al-Madina Pvt Ltd",0,0
3981,038000138416,"Pringles The Original 149g",190,220,"Al-Madina Pvt Ltd",0,0
3982,186002001570,"pringo,s",8,10,"Romania food and bevarage",0,0
3983,9556311222170,"Procare mouthwash cool mint 100ml",75,135,"Tradesworth Household Limited",0,0
3984,9556311991267,"Procare mouthwash cool mint 250ml",185,255,"Tradesworth Household Limited",0,0
3985,9556311222187,"Procare Mouthwash fresh mint 100ml",110,135,"Tradesworth Household Limited",0,0
3986,9556311221289,"Procare mouthwash freshmint 250ml",200,255,"Tradesworth Household Limited",0,0
3987,9556311225119,"Prodental B breath spray",140,180,"Tradesworth Household Limited",0,0
3988,9556311891291,"Prodental B Children Toothbrush ",33,55,"Tradesworth Household Limited",0,0
3989,9556311223498,"Prodental B dental floss 50m",140,160,"Tradesworth Household Limited",0,0
3990,9556311891321,"Prodental B dental floss stick 24pcs",58,80,"Tradesworth Household Limited",0,0
3991,9556311891208,"Prodental B fresh mint tooth paste 175gm",150,175,"Tradesworth Household Limited",0,0
3992,9556311221272,"Prodental B idal dental floss pick 50pcs",125,165,"Tradesworth Household Limited",0,0
3993,9556311223467,"Prodentalab Champion",75,100,"Tradesworth Household Limited",0,0
3994,9556311221159,"Prodentalb Active",65,85,"Tradesworth Household Limited",0,0
3995,9556311229018,"Prodentalb Ambition",85,130,"Tradesworth Household Limited",0,0
3996,9556311221357,"Prodentalb Arrow ",35,80,"Tradesworth Household Limited",0,0
3997,9556311221005,"Prodentalb Attitude",25,60,"Tradesworth Household Limited",0,0
3998,9556311891338,"ProdentalB Children Toothbrush ",40,65,"Tradesworth Household Limited",0,0
3999,8971511223450,"Prodentalb Classic ",0,0,"Tradesworth Household Limited",0,0
4000,9556311229025,"Prodentalb Creative",85,130,"Tradesworth Household Limited",0,0
4001,9556311223504,"Prodentalb Dental Stain Remover",175,250,"Tradesworth Household Limited",0,0
4002,9556311222798,"Prodentalb Dynamite",100,150,"Tradesworth Household Limited",0,0
4003,9556311221098,"Prodentalb Excellent",55,85,"Tradesworth Household Limited",0,0
4004,9556311225065,"Prodentalb Explorer",100,150,"Tradesworth Household Limited",0,0
4005,9556311891130,"Prodentalb flexible",50,80,"Tradesworth Household Limited",0,0
4006,9556311229049,"Prodentalb Inspire",65,95,"Tradesworth Household Limited",0,0
4007,200812061603,"Prodentalb Junior Children Toothpaste strawberry 40g",55,75,"Tradesworth Household Limited",0,0
4008,9556311891116,"ProdentalB Junior Toothbrush ",75,105,"Tradesworth Household Limited",0,0
4009,9556311222828,"Prodentalb Miracle",35,55,"Tradesworth Household Limited",0,0
4010,200812061602,"ProdentalB Orange Junior Toothpaste ",55,75,"Tradesworth Household Limited",0,0
4011,9556311223436,"Prodentalb Power",80,110,"Tradesworth Household Limited",0,0
4012,9556311229001,"Prodentalb Precision",92,130,"Tradesworth Household Limited",0,0
4013,9556311891314,"Prodentalb Progrip",35,75,"Tradesworth Household Limited",0,0
4014,9556311891192,"Prodentalb Super diamond Head",70,100,"Tradesworth Household Limited",0,0
4015,9556311223511,"Prodentalb Tongue Cleaner",95,120,"Tradesworth Household Limited",0,0
4016,9556311891161,"Prodentalb Ultra",50,69,"Tradesworth Household Limited",0,0
4017,200812061701,"Prodentalb Ultra Twin",50,100,"Tradesworth Household Limited",0,0
4018,9556311229063,"Prodentalb Venus",90,120,"Tradesworth Household Limited",0,0
4019,9556311223443,"prodentalb vision",75,105,"Tradesworth Household Limited",0,0
4020,9556311221340,"Prodentalb Xtreme",92,160,"Tradesworth Household Limited",0,0
4021,9556311223450,"ProdentanB Classic",78,100,"Tradesworth Household Limited",0,0
4022,9556311225522,"ProdentanB Pixie C Brush ",70,100,"Tradesworth Household Limited",0,0
4023,5032619300009,"pure heaven red grape juice",320,400,"Home Plus Own Collection",0,0
4024,5032619310060,"pure heaven white grap with strawbrry",320,400,"Foodex International",0,0
4025,5032619300023,"Pure Heaven white grape juice ",320,400,"Home Plus Own Collection",0,0
4026,8901491204392,"Quaker Oats 1000g",483,575,"Transcom Distribution Company",0,0
4027,8901491702898,"Quaker Oats 500g",245,265,"Transcom Distribution Company",0,0
4028,8410269608817,"Queen Castor Oil BP 70ml",120,150,"Glo Brands",0,0
4029,11710042220600,"R000101 Rupa 90/95",65,120,"Home Plus Own Collection",0,0
4030,11710042220700,"R000102 Rupa XL",70,130,"Home Plus Own Collection",0,0
4031,11710042220800,"R000103 M.H Gold 36",61,110,"Home Plus Own Collection",0,0
